route_id,trip_id,stop_id,stop_name,stop_lat,stop_lon,arrival_time,departure_time
R1,R1_T5,101,Stop_101,28.623199394181142,77.1098658484197,07:08:06,07:08:23
R1,R1_T5,102,Stop_102,28.565601864044247,77.06559945203361,07:12:41,07:12:53
R1,R1_T5,103,Stop_103,28.555808361216823,77.13661761457749,07:20:43,07:20:58
R1,R1_T5,104,Stop_104,28.610111501174323,77.1208072577796,07:30:09,07:30:15
R1,R1_T5,105,Stop_105,28.55205844942958,77.14699098521619,07:34:12,07:34:18
R1,R1_T5,106,Stop_106,28.633244264080044,77.07123391106782,07:43:10,07:43:25
R1,R1_T5,107,Stop_107,28.568182496720713,77.06834045098533,07:48:50,07:49:03
R1,R1_T6,100,Stop_100,28.587454011884738,77.14507143064098,06:54:00,06:54:15
R1,R1_T6,101,Stop_101,28.623199394181142,77.1098658484197,06:58:03,06:58:23
R1,R1_T6,102,Stop_102,28.565601864044247,77.06559945203361,07:03:45,07:04:04
R1,R1_T6,103,Stop_103,28.555808361216823,77.13661761457749,07:07:17,07:07:30
R1,R1_T6,104,Stop_104,28.610111501174323,77.1208072577796,07:10:41,07:10:53
R1,R1_T6,105,Stop_105,28.55205844942958,77.14699098521619,07:19:14,07:19:27
R1,R1_T6,106,Stop_106,28.633244264080044,77.07123391106782,07:27:49,07:28:07
R1,R1_T6,107,Stop_107,28.568182496720713,77.06834045098533,07:37:46,07:38:03
R1,R1_T7,100,Stop_100,28.587454011884738,77.14507143064098,06:56:00,06:56:09
R1,R1_T7,101,Stop_101,28.623199394181142,77.1098658484197,07:02:29,07:02:49
R1,R1_T7,102,Stop_102,28.565601864044247,77.06559945203361,07:05:35,07:05:41
R1,R1_T7,103,Stop_103,28.555808361216823,77.13661761457749,07:15:01,07:15:09
R1,R1_T7,104,Stop_104,28.610111501174323,77.1208072577796,07:18:27,07:18:37
R1,R1_T7,105,Stop_105,28.55205844942958,77.14699098521619,07:27:22,07:27:40
R1,R1_T7,106,Stop_106,28.633244264080044,77.07123391106782,07:34:45,07:34:52
R1,R1_T7,107,Stop_107,28.568182496720713,77.06834045098533,07:40:09,07:40:26
R1,R1_T8,100,Stop_100,28.587454011884738,77.14507143064098,07:59:00,07:59:13
R1,R1_T8,101,Stop_101,28.623199394181142,77.1098658484197,08:05:56,08:06:01
R1,R1_T8,102,Stop_102,28.565601864044247,77.06559945203361,08:13:49,08:13:57
R1,R1_T8,103,Stop_103,28.555808361216823,77.13661761457749,08:21:46,08:21:59
R1,R1_T8,104,Stop_104,28.610111501174323,77.1208072577796,08:30:32,08:30:47
R1,R1_T8,105,Stop_105,28.55205844942958,77.14699098521619,08:33:44,08:33:58
R1,R1_T8,106,Stop_106,28.633244264080044,77.07123391106782,08:39:40,08:39:50
R1,R1_T8,107,Stop_107,28.568182496720713,77.06834045098533,08:45:42,08:45:47
R1,R1_T9,100,Stop_100,28.587454011884738,77.14507143064098,07:07:00,07:07:10
R1,R1_T9,101,Stop_101,28.623199394181142,77.1098658484197,07:13:29,07:13:37
R1,R1_T9,102,Stop_102,28.565601864044247,77.06559945203361,07:23:02,07:23:16
R1,R1_T9,103,Stop_103,28.555808361216823,77.13661761457749,07:32:26,07:32:37
R1,R1_T9,104,Stop_104,28.610111501174323,77.1208072577796,07:35:55,07:36:11
R1,R1_T9,105,Stop_105,28.55205844942958,77.14699098521619,07:44:41,07:44:51
R1,R1_T9,106,Stop_106,28.633244264080044,77.07123391106782,07:51:27,07:51:32
R1,R1_T9,107,Stop_107,28.568182496720713,77.06834045098533,07:58:38,07:58:53
R1,R1_T10,100,Stop_100,28.587454011884738,77.14507143064098,06:04:00,06:04:08
R1,R1_T10,101,Stop_101,28.623199394181142,77.1098658484197,06:14:03,06:14:19
R1,R1_T10,102,Stop_102,28.565601864044247,77.06559945203361,06:23:48,06:24:02
R1,R1_T10,103,Stop_103,28.555808361216823,77.13661761457749,06:28:04,06:28:10
R1,R1_T10,104,Stop_104,28.610111501174323,77.1208072577796,06:32:13,06:32:20
R1,R1_T10,105,Stop_105,28.55205844942958,77.14699098521619,06:35:03,06:35:23
R1,R1_T10,106,Stop_106,28.633244264080044,77.07123391106782,06:44:20,06:44:27
R1,R1_T10,107,Stop_107,28.568182496720713,77.06834045098533,06:52:56,06:53:05
R1,R1_T11,100,Stop_100,28.587454011884738,77.14507143064098,08:48:00,08:48:20
R1,R1_T11,101,Stop_101,28.623199394181142,77.1098658484197,08:55:01,08:55:11
R1,R1_T11,102,Stop_102,28.565601864044247,77.06559945203361,08:59:26,08:59:44
R1,R1_T11,103,Stop_103,28.555808361216823,77.13661761457749,09:03:32,09:03:43
R1,R1_T11,104,Stop_104,28.610111501174323,77.1208072577796,09:11:48,09:12:02
R1,R1_T11,105,Stop_105,28.55205844942958,77.14699098521619,09:17:26,09:17:42
R1,R1_T11,106,Stop_106,28.633244264080044,77.07123391106782,09:23:26,09:23:45
R1,R1_T11,107,Stop_107,28.568182496720713,77.06834045098533,09:26:46,09:26:58
R1,R1_T12,100,Stop_100,28.587454011884738,77.14507143064098,06:16:00,06:16:15
R1,R1_T12,101,Stop_101,28.623199394181142,77.1098658484197,06:18:25,06:18:37
R1,R1_T12,102,Stop_102,28.565601864044247,77.06559945203361,06:25:38,06:25:50
R1,R1_T12,103,Stop_103,28.555808361216823,77.13661761457749,06:27:53,06:28:00
R1,R1_T12,104,Stop_104,28.610111501174323,77.1208072577796,06:36:02,06:36:08
R1,R1_T12,105,Stop_105,28.55205844942958,77.14699098521619,06:40:05,06:40:12
R1,R1_T12,106,Stop_106,28.633244264080044,77.07123391106782,06:49:55,06:50:01
R1,R1_T12,107,Stop_107,28.568182496720713,77.06834045098533,06:59:21,06:59:36
R1,R1_T13,100,Stop_100,28.587454011884738,77.14507143064098,08:11:00,08:11:12
R1,R1_T13,101,Stop_101,28.623199394181142,77.1098658484197,08:15:34,08:15:54
R1,R1_T13,102,Stop_102,28.565601864044247,77.06559945203361,08:19:43,08:19:52
R1,R1_T13,103,Stop_103,28.555808361216823,77.13661761457749,08:28:02,08:28:22
R1,R1_T13,104,Stop_104,28.610111501174323,77.1208072577796,08:32:26,08:32:46
R1,R1_T13,105,Stop_105,28.55205844942958,77.14699098521619,08:41:39,08:41:57
R1,R1_T13,106,Stop_106,28.633244264080044,77.07123391106782,08:45:34,08:45:42
R1,R1_T13,107,Stop_107,28.568182496720713,77.06834045098533,08:48:31,08:48:49
R1,R1_T14,100,Stop_100,28.587454011884738,77.14507143064098,07:48:00,07:48:18
R1,R1_T14,101,Stop_101,28.623199394181142,77.1098658484197,07:54:17,07:54:23
R1,R1_T14,102,Stop_102,28.565601864044247,77.06559945203361,08:02:07,08:02:15
R1,R1_T14,103,Stop_103,28.555808361216823,77.13661761457749,08:04:46,08:05:03
R1,R1_T14,104,Stop_104,28.610111501174323,77.1208072577796,08:13:15,08:13:30
R1,R1_T14,105,Stop_105,28.55205844942958,77.14699098521619,08:22:19,08:22:27
R1,R1_T14,106,Stop_106,28.633244264080044,77.07123391106782,08:26:34,08:26:45
R1,R1_T14,107,Stop_107,28.568182496720713,77.06834045098533,08:30:22,08:30:41
R1,R1_T15,100,Stop_100,28.587454011884738,77.14507143064098,07:48:00,07:48:10
R1,R1_T15,101,Stop_101,28.623199394181142,77.1098658484197,07:52:32,07:52:51
R1,R1_T15,102,Stop_102,28.565601864044247,77.06559945203361,07:56:58,07:57:05
R1,R1_T15,103,Stop_103,28.555808361216823,77.13661761457749,08:02:51,08:02:59
R1,R1_T15,104,Stop_104,28.610111501174323,77.1208072577796,08:05:24,08:05:29
R1,R1_T15,105,Stop_105,28.55205844942958,77.14699098521619,08:08:16,08:08:28
R1,R1_T15,106,Stop_106,28.633244264080044,77.07123391106782,08:11:53,08:12:11
R1,R1_T15,107,Stop_107,28.568182496720713,77.06834045098533,08:18:19,08:18:39
R1,R1_T16,100,Stop_100,28.587454011884738,77.14507143064098,07:42:00,07:42:06
R1,R1_T16,101,Stop_101,28.623199394181142,77.1098658484197,07:45:30,07:45:47
R1,R1_T16,102,Stop_102,28.565601864044247,77.06559945203361,07:47:48,07:48:05
R1,R1_T16,103,Stop_103,28.555808361216823,77.13661761457749,07:52:20,07:52:39
R1,R1_T16,104,Stop_104,28.610111501174323,77.1208072577796,07:57:05,07:57:23
R1,R1_T16,105,Stop_105,28.55205844942958,77.14699098521619,08:05:19,08:05:39
R1,R1_T16,106,Stop_106,28.633244264080044,77.07123391106782,08:08:58,08:09:09
R1,R1_T16,107,Stop_107,28.568182496720713,77.06834045098533,08:13:40,08:13:51
R1,R1_T17,100,Stop_100,28.587454011884738,77.14507143064098,08:28:00,08:28:06
R1,R1_T17,101,Stop_101,28.623199394181142,77.1098658484197,08:36:28,08:36:43
R1,R1_T17,102,Stop_102,28.565601864044247,77.06559945203361,08:39:12,08:39:18
R1,R1_T17,103,Stop_103,28.555808361216823,77.13661761457749,08:46:17,08:46:37
R1,R1_T17,104,Stop_104,28.610111501174323,77.1208072577796,08:52:54,08:53:04
R1,R1_T17,105,Stop_105,28.55205844942958,77.14699098521619,08:55:33,08:55:40
R1,R1_T17,106,Stop_106,28.633244264080044,77.07123391106782,09:04:55,09:05:05
R1,R1_T17,107,Stop_107,28.568182496720713,77.06834045098533,09:07:40,09:07:47
R1,R1_T18,100,Stop_100,28.587454011884738,77.14507143064098,07:00:00,07:00:17
R1,R1_T18,101,Stop_101,28.623199394181142,77.1098658484197,07:03:18,07:03:30
R1,R1_T18,102,Stop_102,28.565601864044247,77.06559945203361,07:10:26,07:10:32
R1,R1_T18,103,Stop_103,28.555808361216823,77.13661761457749,07:17:49,07:17:56
R1,R1_T18,104,Stop_104,28.610111501174323,77.1208072577796,07:23:30,07:23:45
R1,R1_T18,105,Stop_105,28.55205844942958,77.14699098521619,07:33:43,07:33:56
R1,R1_T18,106,Stop_106,28.633244264080044,77.07123391106782,07:37:40,07:37:55
R1,R1_T18,107,Stop_107,28.568182496720713,77.06834045098533,07:41:57,07:42:10
R1,R1_T19,100,Stop_100,28.587454011884738,77.14507143064098,06:33:00,06:33:14
R1,R1_T19,101,Stop_101,28.623199394181142,77.1098658484197,06:39:08,06:39:23
R1,R1_T19,102,Stop_102,28.565601864044247,77.06559945203361,06:49:18,06:49:25
R1,R1_T19,103,Stop_103,28.555808361216823,77.13661761457749,06:51:29,06:51:48
R1,R1_T19,104,Stop_104,28.610111501174323,77.1208072577796,06:59:06,06:59:14
R1,R1_T19,105,Stop_105,28.55205844942958,77.14699098521619,07:01:51,07:02:02
R1,R1_T19,106,Stop_106,28.633244264080044,77.07123391106782,07:08:21,07:08:34
R1,R1_T19,107,Stop_107,28.568182496720713,77.06834045098533,07:11:41,07:11:57
R2,R2_T0,200,Stop_200,28.580424224295957,77.10247564316322,06:17:00,06:17:12
R2,R2_T0,201,Stop_201,28.593194501864215,77.0791229140198,06:22:21,06:22:35
R2,R2_T0,202,Stop_202,28.61118528947224,77.0639493860652,06:25:55,06:26:14
R2,R2_T0,203,Stop_203,28.579214464853525,77.08663618432936,06:35:20,06:35:34
R2,R2_T0,204,Stop_204,28.595606998421705,77.12851759613929,06:42:47,06:42:52
R2,R2_T0,205,Stop_205,28.569967378215836,77.10142344384136,06:50:33,06:50:47
R2,R2_T0,206,Stop_206,28.609241456886206,77.054645041272,07:00:44,07:00:52
R2,R2_T0,207,Stop_207,28.610754485190146,77.06705241236872,07:10:52,07:11:01
R2,R2_T1,200,Stop_200,28.580424224295957,77.10247564316322,06:29:00,06:29:08
R2,R2_T1,201,Stop_201,28.593194501864215,77.0791229140198,06:37:28,06:37:37
R2,R2_T1,202,Stop_202,28.61118528947224,77.0639493860652,06:41:56,06:42:10
R2,R2_T1,203,Stop_203,28.579214464853525,77.08663618432936,06:49:19,06:49:30
R2,R2_T1,204,Stop_204,28.595606998421705,77.12851759613929,06:57:37,06:57:52
R2,R2_T1,205,Stop_205,28.569967378215836,77.10142344384136,07:01:36,07:01:49
R2,R2_T1,206,Stop_206,28.609241456886206,77.054645041272,07:08:07,07:08:27
R2,R2_T1,207,Stop_207,28.610754485190146,77.06705241236872,07:12:35,07:12:41
R2,R2_T2,200,Stop_200,28.580424224295957,77.10247564316322,08:42:00,08:42:18
R2,R2_T2,201,Stop_201,28.593194501864215,77.0791229140198,08:51:22,08:51:35
R2,R2_T2,202,Stop_202,28.61118528947224,77.0639493860652,08:53:57,08:54:02
R2,R2_T2,203,Stop_203,28.579214464853525,77.08663618432936,08:58:52,08:59:01
R2,R2_T2,204,Stop_204,28.595606998421705,77.12851759613929,09:06:27,09:06:40
R2,R2_T2,205,Stop_205,28.569967378215836,77.10142344384136,09:10:02,09:10:21
R2,R2_T2,206,Stop_206,28.609241456886206,77.054645041272,09:17:03,09:17:21
R2,R2_T2,207,Stop_207,28.610754485190146,77.06705241236872,09:24:08,09:24:13
R2,R2_T3,200,Stop_200,28.580424224295957,77.10247564316322,06:19:00,06:19:09
R2,R2_T3,201,Stop_201,28.593194501864215,77.0791229140198,06:25:48,06:25:54
R2,R2_T3,202,Stop_202,28.61118528947224,77.0639493860652,06:35:01,06:35:17
R2,R2_T3,203,Stop_203,28.579214464853525,77.08663618432936,06:42:15,06:42:24
R2,R2_T3,204,Stop_204,28.595606998421705,77.12851759613929,06:48:04,06:48:13
R2,R2_T3,205,Stop_205,28.569967378215836,77.10142344384136,06:50:34,06:50:48
R2,R2_T3,206,Stop_206,28.609241456886206,77.054645041272,06:55:54,06:56:00
R2,R2_T3,207,Stop_207,28.610754485190146,77.06705241236872,07:05:40,07:05:56
R2,R2_T4,200,Stop_200,28.580424224295957,77.10247564316322,08:54:00,08:54:12
R2,R2_T4,201,Stop_201,28.593194501864215,77.0791229140198,09:01:53,09:02:01
R2,R2_T4,202,Stop_202,28.61118528947224,77.0639493860652,09:07:02,09:07:20
R2,R2_T4,203,Stop_203,28.579214464853525,77.08663618432936,09:14:37,09:14:46
R2,R2_T4,204,Stop_204,28.595606998421705,77.12851759613929,09:24:39,09:24:51
R2,R2_T4,205,Stop_205,28.569967378215836,77.10142344384136,09:34:13,09:34:23
R2,R2_T4,206,Stop_206,28.609241456886206,77.054645041272,09:43:12,09:43:22
R2,R2_T4,207,Stop_207,28.610754485190146,77.06705241236872,09:52:53,09:53:11
R2,R2_T5,200,Stop_200,28.580424224295957,77.10247564316322,06:45:00,06:45:15
R2,R2_T5,201,Stop_201,28.593194501864215,77.0791229140198,06:53:55,06:54:13
R2,R2_T5,202,Stop_202,28.61118528947224,77.0639493860652,07:03:03,07:03:15
R2,R2_T5,203,Stop_203,28.579214464853525,77.08663618432936,07:07:31,07:07:41
R2,R2_T5,204,Stop_204,28.595606998421705,77.12851759613929,07:16:24,07:16:32
R2,R2_T5,205,Stop_205,28.569967378215836,77.10142344384136,07:21:47,07:21:53
R2,R2_T5,206,Stop_206,28.609241456886206,77.054645041272,07:31:12,07:31:32
R2,R2_T5,207,Stop_207,28.610754485190146,77.06705241236872,07:35:25,07:35:36
R2,R2_T6,200,Stop_200,28.580424224295957,77.10247564316322,07:57:00,07:57:16
R2,R2_T6,201,Stop_201,28.593194501864215,77.0791229140198,08:01:52,08:02:04
R2,R2_T6,202,Stop_202,28.61118528947224,77.0639493860652,08:05:58,08:06:03
R2,R2_T6,203,Stop_203,28.579214464853525,77.08663618432936,08:13:40,08:13:51
R2,R2_T6,204,Stop_204,28.595606998421705,77.12851759613929,08:19:15,08:19:30
R2,R2_T6,205,Stop_205,28.569967378215836,77.10142344384136,08:23:52,08:23:59
R2,R2_T6,206,Stop_206,28.609241456886206,77.054645041272,08:32:34,08:32:47
R2,R2_T6,207,Stop_207,28.610754485190146,77.06705241236872,08:37:46,08:38:03
R2,R2_T7,200,Stop_200,28.580424224295957,77.10247564316322,08:17:00,08:17:15
R2,R2_T7,201,Stop_201,28.593194501864215,77.0791229140198,08:27:15,08:27:20
R2,R2_T7,202,Stop_202,28.61118528947224,77.0639493860652,08:30:19,08:30:32
R2,R2_T7,203,Stop_203,28.579214464853525,77.08663618432936,08:34:03,08:34:16
R2,R2_T7,204,Stop_204,28.595606998421705,77.12851759613929,08:36:35,08:36:43
R2,R2_T7,205,Stop_205,28.569967378215836,77.10142344384136,08:43:48,08:44:06
R2,R2_T7,206,Stop_206,28.609241456886206,77.054645041272,08:49:02,08:49:17
R2,R2_T7,207,Stop_207,28.610754485190146,77.06705241236872,08:55:00,08:55:08
R2,R2_T8,200,Stop_200,28.580424224295957,77.10247564316322,08:27:00,08:27:11
R2,R2_T8,201,Stop_201,28.593194501864215,77.0791229140198,08:31:21,08:31:27
R2,R2_T8,202,Stop_202,28.61118528947224,77.0639493860652,08:39:29,08:39:47
R2,R2_T8,203,Stop_203,28.579214464853525,77.08663618432936,08:41:47,08:41:58
R2,R2_T8,204,Stop_204,28.595606998421705,77.12851759613929,08:47:04,08:47:22
R2,R2_T8,205,Stop_205,28.569967378215836,77.10142344384136,08:49:57,08:50:12
R2,R2_T8,206,Stop_206,28.609241456886206,77.054645041272,08:57:31,08:57:46
R2,R2_T8,207,Stop_207,28.610754485190146,77.06705241236872,09:05:25,09:05:33
R2,R2_T9,200,Stop_200,28.580424224295957,77.10247564316322,07:16:00,07:16:14
R2,R2_T9,201,Stop_201,28.593194501864215,77.0791229140198,07:23:55,07:24:13
R2,R2_T9,202,Stop_202,28.61118528947224,77.0639493860652,07:29:00,07:29:17
R2,R2_T9,203,Stop_203,28.579214464853525,77.08663618432936,07:37:13,07:37:27
R2,R2_T9,204,Stop_204,28.595606998421705,77.12851759613929,07:44:10,07:44:19
R2,R2_T9,205,Stop_205,28.569967378215836,77.10142344384136,07:47:57,07:48:15
R2,R2_T9,206,Stop_206,28.609241456886206,77.054645041272,07:55:55,07:56:12
R2,R2_T9,207,Stop_207,28.610754485190146,77.06705241236872,08:03:58,08:04:08
R2,R2_T10,200,Stop_200,28.580424224295957,77.10247564316322,08:25:00,08:25:14
R2,R2_T10,201,Stop_201,28.593194501864215,77.0791229140198,08:30:41,08:30:46
R2,R2_T10,202,Stop_202,28.61118528947224,77.0639493860652,08:35:21,08:35:35
R2,R2_T10,203,Stop_203,28.579214464853525,77.08663618432936,08:39:22,08:39:40
R2,R2_T10,204,Stop_204,28.595606998421705,77.12851759613929,08:48:22,08:48:37
R2,R2_T10,205,Stop_205,28.569967378215836,77.10142344384136,08:54:35,08:54:54
R2,R2_T10,206,Stop_206,28.609241456886206,77.054645041272,09:00:40,09:00:51
R2,R2_T10,207,Stop_207,28.610754485190146,77.06705241236872,09:07:12,09:07:32
R2,R2_T11,200,Stop_200,28.580424224295957,77.10247564316322,06:43:00,06:43:07
R2,R2_T11,201,Stop_201,28.593194501864215,77.0791229140198,06:47:32,06:47:47
R2,R2_T11,202,Stop_202,28.61118528947224,77.0639493860652,06:50:34,06:50:46
R2,R2_T11,203,Stop_203,28.579214464853525,77.08663618432936,06:58:30,06:58:44
R2,R2_T11,204,Stop_204,28.595606998421705,77.12851759613929,07:02:39,07:02:50
R2,R2_T11,205,Stop_205,28.569967378215836,77.10142344384136,07:06:05,07:06:10
R2,R2_T11,206,Stop_206,28.609241456886206,77.054645041272,07:08:33,07:08:45
R2,R2_T11,207,Stop_207,28.610754485190146,77.06705241236872,07:14:48,07:14:55
R2,R2_T12,200,Stop_200,28.580424224295957,77.10247564316322,07:46:00,07:46:11
R2,R2_T12,201,Stop_201,28.593194501864215,77.0791229140198,07:54:18,07:54:35
R2,R2_T12,202,Stop_202,28.61118528947224,77.0639493860652,08:00:48,08:01:05
R2,R2_T12,203,Stop_203,28.579214464853525,77.08663618432936,08:05:09,08:05:18
R2,R2_T12,204,Stop_204,28.595606998421705,77.12851759613929,08:12:53,08:12:58
R2,R2_T12,205,Stop_205,28.569967378215836,77.10142344384136,08:22:35,08:22:43
R2,R2_T12,206,Stop_206,28.609241456886206,77.054645041272,08:31:21,08:31:39
R2,R2_T12,207,Stop_207,28.610754485190146,77.06705241236872,08:35:31,08:35:41
R2,R2_T13,200,Stop_200,28.580424224295957,77.10247564316322,08:58:00,08:58:19
R2,R2_T13,201,Stop_201,28.593194501864215,77.0791229140198,09:00:44,09:00:56
R2,R2_T13,202,Stop_202,28.61118528947224,77.0639493860652,09:10:45,09:10:53
R2,R2_T13,203,Stop_203,28.579214464853525,77.08663618432936,09:16:46,09:16:55
R2,R2_T13,204,Stop_204,28.595606998421705,77.12851759613929,09:25:45,09:26:04
R2,R2_T13,205,Stop_205,28.569967378215836,77.10142344384136,09:33:45,09:34:00
R2,R2_T13,206,Stop_206,28.609241456886206,77.054645041272,09:42:26,09:42:45
R2,R2_T13,207,Stop_207,28.610754485190146,77.06705241236872,09:49:58,09:50:16
R2,R2_T14,200,Stop_200,28.580424224295957,77.10247564316322,08:20:00,08:20:19
R2,R2_T14,201,Stop_201,28.593194501864215,77.0791229140198,08:29:58,08:30:08
R2,R2_T14,202,Stop_202,28.61118528947224,77.0639493860652,08:38:28,08:38:48
R2,R2_T14,203,Stop_203,28.579214464853525,77.08663618432936,08:44:38,08:44:51
R2,R2_T14,204,Stop_204,28.595606998421705,77.12851759613929,08:53:15,08:53:27
R2,R2_T14,205,Stop_205,28.569967378215836,77.10142344384136,09:02:37,09:02:50
R2,R2_T14,206,Stop_206,28.609241456886206,77.054645041272,09:11:22,09:11:42
R2,R2_T14,207,Stop_207,28.610754485190146,77.06705241236872,09:19:02,09:19:14
R2,R2_T15,200,Stop_200,28.580424224295957,77.10247564316322,07:52:00,07:52:07
R2,R2_T15,201,Stop_201,28.593194501864215,77.0791229140198,08:00:12,08:00:26
R2,R2_T15,202,Stop_202,28.61118528947224,77.0639493860652,08:04:26,08:04:39
R2,R2_T15,203,Stop_203,28.579214464853525,77.08663618432936,08:09:30,08:09:45
R2,R2_T15,204,Stop_204,28.595606998421705,77.12851759613929,08:19:22,08:19:29
R2,R2_T15,205,Stop_205,28.569967378215836,77.10142344384136,08:22:39,08:22:48
R2,R2_T15,206,Stop_206,28.609241456886206,77.054645041272,08:26:46,08:27:03
R2,R2_T15,207,Stop_207,28.610754485190146,77.06705241236872,08:34:58,08:35:07
R2,R2_T16,200,Stop_200,28.580424224295957,77.10247564316322,06:54:00,06:54:07
R2,R2_T16,201,Stop_201,28.593194501864215,77.0791229140198,06:59:39,06:59:57
R2,R2_T16,202,Stop_202,28.61118528947224,77.0639493860652,07:04:46,07:05:05
R2,R2_T16,203,Stop_203,28.579214464853525,77.08663618432936,07:10:37,07:10:43
R2,R2_T16,204,Stop_204,28.595606998421705,77.12851759613929,07:14:28,07:14:46
R2,R2_T16,205,Stop_205,28.569967378215836,77.10142344384136,07:20:05,07:20:10
R2,R2_T16,206,Stop_206,28.609241456886206,77.054645041272,07:29:28,07:29:45
R2,R2_T16,207,Stop_207,28.610754485190146,77.06705241236872,07:35:49,07:35:54
R2,R2_T17,200,Stop_200,28.580424224295957,77.10247564316322,07:16:00,07:16:17
R2,R2_T17,201,Stop_201,28.593194501864215,77.0791229140198,07:25:33,07:25:51
R2,R2_T17,202,Stop_202,28.61118528947224,77.0639493860652,07:32:26,07:32:38
R2,R2_T17,203,Stop_203,28.579214464853525,77.08663618432936,07:38:47,07:38:59
R2,R2_T17,204,Stop_204,28.595606998421705,77.12851759613929,07:43:18,07:43:36
R2,R2_T17,205,Stop_205,28.569967378215836,77.10142344384136,07:49:44,07:49:49
R2,R2_T17,206,Stop_206,28.609241456886206,77.054645041272,07:55:08,07:55:23
R2,R2_T17,207,Stop_207,28.610754485190146,77.06705241236872,08:03:05,08:03:22
R2,R2_T18,200,Stop_200,28.580424224295957,77.10247564316322,06:42:00,06:42:19
R2,R2_T18,201,Stop_201,28.593194501864215,77.0791229140198,06:52:09,06:52:18
R2,R2_T18,202,Stop_202,28.61118528947224,77.0639493860652,06:59:36,06:59:41
R2,R2_T18,203,Stop_203,28.579214464853525,77.08663618432936,07:09:25,07:09:42
R2,R2_T18,204,Stop_204,28.595606998421705,77.12851759613929,07:16:45,07:16:50
